x	y	z	ts
-1,099568	-2,464310	1,212419	2020-11-19T14:39:52:958
0,025785	-0,317149	-0,262015	2020-11-19T14:39:52:958
0,096814	-0,414462	-0,283570	2020-11-19T14:39:52:958
0,100808	-0,104143	-0,202257	2020-11-19T14:39:52:959
0,035205	-0,085707	-0,171958	2020-11-19T14:39:52:959
0,005684	-0,094799	-0,172317	2020-11-19T14:39:52:960
-0,283121	-0,068700	-0,270569	2020-11-19T14:39:52:961
-0,393327	-0,245914	-0,362679	2020-11-19T14:39:52:961
0,037381	0,163259	-0,719209	2020-11-19T14:39:52:965
0,095258	-0,079461	-0,882762	2020-11-19T14:39:52:986
0,384847	-0,300314	-1,109135	2020-11-19T14:39:53:005
0,710907	-0,138366	-1,030730	2020-11-19T14:39:53:026
0,587379	0,288467	-1,068740	2020-11-19T14:39:53:044
0,086631	0,463797	-1,333672	2020-11-19T14:39:53:067
-0,448859	0,543881	-1,255545	2020-11-19T14:39:53:085
-1,261120	-0,240179	-1,111197	2020-11-19T14:39:53:106
-2,032352	-1,304398	-1,549973	2020-11-19T14:39:53:124
-2,327188	-1,427191	-2,573212	2020-11-19T14:39:53:146
-2,583102	-1,587639	-4,071813	2020-11-19T14:39:53:164
-2,629047	-1,979569	-5,811063	2020-11-19T14:39:53:186
0,332385	-5,900793	-5,108030	2020-11-19T14:39:53:204
0,790805	-7,144821	-5,876364	2020-11-19T14:39:53:226
1,128636	-8,083189	-6,478251	2020-11-19T14:39:53:244
1,030776	-8,243897	-6,640122	2020-11-19T14:39:53:276
0,796912	-9,223812	-6,441401	2020-11-19T14:39:53:285
0,355141	-10,627992	-6,856284	2020-11-19T14:39:53:306
-0,501200	-10,656190	-8,299939	2020-11-19T14:39:53:324
-2,088448	-9,476280	-11,366571	2020-11-19T14:39:53:348
-3,545352	-8,592113	-16,271141	2020-11-19T14:39:53:384
-5,031093	-4,050752	-21,045929	2020-11-19T14:39:53:390
-3,796396	-8,889040	-22,050915	2020-11-19T14:39:53:414
-3,389369	-8,281477	-16,514494	2020-11-19T14:39:53:481
-3,180258	-7,044220	-10,006538	2020-11-19T14:39:53:481
-3,254267	-3,273468	-8,273760	2020-11-19T14:39:53:482
-3,829476	-0,208236	-8,799628	2020-11-19T14:39:53:485
-4,359517	-0,552363	-9,481880	2020-11-19T14:39:53:506
-6,132597	-1,038106	-9,445989	2020-11-19T14:39:53:524
-6,894420	-1,957166	-9,316450	2020-11-19T14:39:53:546
-7,090193	-1,759826	-8,409167	2020-11-19T14:39:53:565
-7,913748	-16,308262	-7,838423	2020-11-19T14:39:53:586
-7,169344	-14,960955	-7,556098	2020-11-19T14:39:53:605
-7,305594	-15,595167	-6,154664	2020-11-19T14:39:53:626
-7,849656	-14,737968	-5,516414	2020-11-19T14:39:53:644
-7,641569	-15,111719	-4,891582	2020-11-19T14:39:53:669
-7,692187	-13,921677	-4,809334	2020-11-19T14:39:53:687
